"Accession","Title","Technology","Taxonomy","Data.Rows","Samples.Count","Series.Count","Contact","Release.Date"
"GPL16592","PIQOR(TM) Cell death human, sense (562)","spotted DNA/cDNA","Homo sapiens",494,4,1,"Silvia Rueberg","Feb 06, 2013"
"GPL16598","Agilent-013490 Mouse Genome CGH Microarray 44A G4414A (Probe Name version)","in situ oligonucleotide","Mus musculus",42503,11,2,"Agilent Technologies","Feb 06, 2013"
"GPL14906","SARS_Oikopleura_WG_til","in situ oligonucleotide","Oikopleura dioica",16685,8,1,"Fekadu Yadetie","Feb 05, 2013"
"GPL16292","NimbleGen 100505_KI_Gordonia_KTR9_expr_HX12","in situ oligonucleotide","Gordonia sp. KTR9",5001,30,4,"Dawn E Hancock","Feb 05, 2013"
"GPL16589","SABiosciences Real-time quantitative PCR analysis PAHS-135Z","RT-PCR","Homo sapiens",96,2,1,"MOHAMMAD SALEEM BHAT","Feb 05, 2013"
"GPL16595","Illumina Genome Analyzer IIx (Medicago truncatula; Sinorhizobium meliloti)","high-throughput sequencing","Medicago truncatula;Sinorhizobium meliloti",0,6,1,"GEO","Feb 05, 2013"
"GPL16596","Illumina HiSeq 2000 (Sinorhizobium meliloti)","high-throughput sequencing","Sinorhizobium meliloti",0,18,2,"GEO","Feb 05, 2013"
"GPL16600","Illumina HiSeq 2000 (Aspergillus nidulans FGSC A4)","high-throughput sequencing","Aspergillus nidulans FGSC A4",0,9,1,"GEO","Feb 05, 2013"
"GPL15886","Agilent-028674 BGC_NTHI_86_028NP","in situ oligonucleotide","Haemophilus influenzae 86-028NP",15744,16,1,"Alistair Harrison","Feb 04, 2013"
"GPL14873","Agilent-027516 VPC Human 180K v2","in situ oligonucleotide","Homo sapiens",180880,12,1,"Colleen Nelson","Feb 04, 2013"
"GPL16590","Illumina HiSeq 2000 (Pseudotsuga menziesii)","high-throughput sequencing","Pseudotsuga menziesii",0,306,5,"GEO","Feb 04, 2013"
"GPL16586","AB SOLiD System 3.0 (Nicotiana tabacum)","high-throughput sequencing","Nicotiana tabacum",0,20,1,"GEO","Feb 02, 2013"
"GPL15957","MRA-1004 miR Zebrafish 10.1 [miRNA ID version]","in situ oligonucleotide","Danio rerio",269,20,1,"Alvin T. Kho","Feb 01, 2013"
"GPL16323","Bluegnome human 24sure v2.0","spotted DNA/cDNA","Homo sapiens",2943,0,0,"Claudia Spits","Feb 01, 2013"
"GPL16573","Illumina HumanOmni1-Quad BeadChip (15004098)","oligonucleotide beads","Homo sapiens",1216822,61,4,"Vladimir Naumov","Feb 01, 2013"
"GPL16576","Exiqon miRCURY LNA microRNA array v11.0 (miRBase 14.0)","spotted oligonucleotide","Drosophila melanogaster",148,3,2,"Scott A Barbee","Feb 01, 2013"
"GPL16577","Barbee Lab Drosophila Larval CNS miRNA RT-PCR Array","RT-PCR","Drosophila melanogaster",80,6,2,"Scott A Barbee","Feb 01, 2013"
"GPL16579","Agilent-023710 Daphnia magna 8x15k oligonucleotide array [Probe Name version]","in situ oligonucleotide","Daphnia magna",14398,242,10,"Tanwir Habib","Feb 01, 2013"
"GPL16583","Illumina HiSeq 2000 (Sorghum propinquum)","high-throughput sequencing","Sorghum propinquum",0,2,1,"GEO","Feb 01, 2013"
"GPL16584","Illumina Genome Analyzer IIx (Panagrellus redivivus)","high-throughput sequencing","Panagrellus redivivus",0,1,1,"GEO","Feb 01, 2013"
"GPL15421","Agilent-018632 kluyveri_V1","in situ oligonucleotide","Lachancea kluyveri",105072,24,1,"AGIER nicolas","Jan 31, 2013"
"GPL9948","Agilent Human 0.6K miRNA Microarray G4471A","in situ oligonucleotide","Homo sapiens",600,63,1,"Yuichi Ishikawa","Jan 31, 2013"
"GPL15294","TIGR PFGRC Aspergillus nidulans version 1 array designed primarily based on strain FGSC A4","spotted oligonucleotide","Aspergillus nidulans",25392,12,1,"Margaret E. Katz","Jan 31, 2013"
"GPL16064","Agilent-036652 UHN Zebrafish 15K miRNA v2 036651","in situ oligonucleotide","Danio rerio",15744,25,1,"Arvind Y.M. Sundaram","Jan 31, 2013"
"GPL16516","LC Sciences Custom HessianFly, DrosophilaGenu and Mosquito miRNA array [KSU_100914]","in situ oligonucleotide","synthetic construct",5022,0,0,"Christoph Eicken","Jan 31, 2013"
"GPL16538","SABiosciences Mouse Inflammatory Cytokines and Receptors PCR assay panel (PAMM-011D)","RT-PCR","Mus musculus",96,4,3,"Sarah Labib","Jan 31, 2013"
"GPL16574","Illumina Genome Analyzer (Saccharomyces cerevisiae W303)","high-throughput sequencing","Saccharomyces cerevisiae W303",0,3,1,"GEO","Jan 31, 2013"
"GPL14994","NimbleGen_Fundulus heteroclitus_Expression Array_12x135k_All Probes [DesignID 11308]","in situ oligonucleotide","Fundulus heteroclitus",135000,108,2,"Jacqueline Lopez","Jan 30, 2013"
"GPL15634","Applied Biosystems Human TaqMan Low Density Array (TLDA, v2.0) (Card A)","RT-PCR","Homo sapiens",381,67,3,"Ricardo Pastori","Jan 30, 2013"
"GPL15647","Applied Biosystems Human TaqMan Low Density Array (TLDA, v2.0) (Card B)","RT-PCR","Homo sapiens",294,48,2,"Ricardo Pastori","Jan 30, 2013"
"GPL16568","Shewanella piezotolerans WP3 whole genome microarray","spotted DNA/cDNA","Shewanella piezotolerans WP3",4744,122,26,"Huahua Jian","Jan 30, 2013"
"GPL16570","[MoGene-2_0-st] Affymetrix Mouse Gene 2.0 ST Array [transcript (gene) version]","in situ oligonucleotide","Mus musculus",41801,8600,835,"Affymetrix, Inc.","Jan 30, 2013"
"GPL16571","Agilent-026440 Sus scrofa (Pig) Oligo Microarray v2 (Probe Name version)","in situ oligonucleotide","Sus scrofa",43663,287,31,"Agilent Technologies","Jan 30, 2013"
"GPL16572","Illumina Genome Analyzer II (Eggerthella lenta DSM 2243)","high-throughput sequencing","Eggerthella lenta DSM 2243",0,22,1,"GEO","Jan 30, 2013"
"GPL15295","Rat miRNA nCounter Expression Assay Kit","other","Rattus norvegicus",426,15,1,"Laura Roca-Alonso","Jan 29, 2013"
"GPL16555","Agilent-030860 Salmon Immunity and Quality 15k custom array_SIQ6","in situ oligonucleotide","Oncorhynchus mykiss;Salmo salar",15377,400,10,"Fabian Grammes","Jan 29, 2013"
"GPL16559","Illumina Genome Analyzer IIx (Magnaporthe oryzae KJ201)","high-throughput sequencing","Pyricularia oryzae KJ201",0,8,3,"GEO","Jan 29, 2013"
"GPL16561","Illumina Genome Analyzer IIx (Trypanosoma brucei)","high-throughput sequencing","Trypanosoma brucei",0,2,1,"GEO","Jan 29, 2013"
"GPL16562","Ion Torrent PGM (Trypanosoma brucei)","high-throughput sequencing","Trypanosoma brucei",0,3,3,"GEO","Jan 29, 2013"
"GPL16563","Illumina MiSeq (Trypanosoma brucei)","high-throughput sequencing","Trypanosoma brucei",0,18,2,"GEO","Jan 29, 2013"
"GPL16558","AB 5500 Genetic Analyzer (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,1398,42,"GEO","Jan 28, 2013"
"GPL15361","Agilent-021880 miRNA-v3.3-8x15K (Probe version)","in situ oligonucleotide","Homo sapiens",2500,15,1,"Andrea J Barczak","Jan 27, 2013"
"GPL16238","[hGlue_3_0_v1] Glue Grant Human Transcriptome Array version 3.0 (GG-H) [transcript-level]","in situ oligonucleotide","Homo sapiens",35123,46,4,"Jian-Liang Li","Jan 24, 2013"
"GPL16254","[hGlue_3_0_v1] Glue Grant Human Transcriptome Array version 3.0 (GG-H) [exon-level]","in situ oligonucleotide","Homo sapiens",554900,24,1,"Jian-Liang Li","Jan 24, 2013"
"GPL16542","[Tgondiia520372] ToxoDB Toxoplasma gondii Custom GeneChip (CDF: Tgondiia520372.cdf)","in situ oligonucleotide","Toxoplasma gondii",8993,168,12,"GEO admin","Jan 24, 2013"
"GPL16540","Illumina HiSeq 2000 (Canis lupus familiaris)","high-throughput sequencing","Canis lupus familiaris",0,349,27,"GEO","Jan 23, 2013"
"GPL16541","Agilent-019118 Human miRNA Microarray 2.0 (miRNA_107_Sep09)","in situ oligonucleotide","Homo sapiens",817,55,3,"Agilent Technologies","Jan 23, 2013"
"GPL15700","NimbleGen Atlantic Cod Oligonucleotide 135k Array Version 1 [100610_GM_FY_EXP]","in situ oligonucleotide","Gadus morhua",125825,30,2,"Fekadu Yadetie","Jan 22, 2013"
"GPL15762","Illumina Human v2 MicroRNA Expression BeadChip","oligonucleotide beads","Homo sapiens",1146,117,3,"Katherine Hill","Jan 22, 2013"
"GPL16357","Agilent-026566 Halophiles_HAH49 oligo array v1","in situ oligonucleotide","Haloarcula hispanica",15744,6,3,"Hailong Liu","Jan 22, 2013"
"GPL16529","NimbleGen Mycobacterium avium subsp. paratuberculosis 385k array [090429_Talaat3_60mer]","in situ oligonucleotide","Mycobacterium avium subsp. paratuberculosis K-10",4350,10,1,"CHIA-WEI WU","Jan 22, 2013"
"GPL16534","454 GS FLX (Entamoeba histolytica)","high-throughput sequencing","Entamoeba histolytica",0,2,1,"GEO","Jan 22, 2013"
"GPL16535","Illumina Genome Analyzer IIx (Avicennia marina)","high-throughput sequencing","Avicennia marina",0,1,1,"GEO","Jan 22, 2013"
"GPL11440","Custom Segment Definition for Human Exon 1.0 ST Array","in situ oligonucleotide","Homo sapiens",769464,12,1,"Pavel Mazin","Jan 21, 2013"
"GPL16530","Illumina HiSeq 2000 (Magnaporthe oryzae)","high-throughput sequencing","Pyricularia oryzae",0,104,8,"GEO","Jan 21, 2013"
"GPL16531","Illumina HiSeq 2000 (Monopterus albus)","high-throughput sequencing","Monopterus albus",0,3,1,"GEO","Jan 21, 2013"
"GPL16261","Agilent-035314 Dehalococcoides mccartyi pan_array_v2_2011","in situ oligonucleotide","Dehalococcoides mccartyi",7553,36,1,"Cresten Mansfeldt","Jan 20, 2013"
"GPL14969","[PigDrip_miRNA] Custom Affymetrix porcine microRNA array","in situ oligonucleotide","Sus scrofa",855,208,2,"Klaus Wimmers","Jan 19, 2013"
"GPL16517","Agilent-027233 Homo sapiens miRNA array","in situ oligonucleotide","Homo sapiens",907,6,1,"Fan Jiang","Jan 19, 2013"
"GPL16526","miRCURY LNATM microRNA Array, Exiqon 6th generation miRCURY LNA microRNA Array.","spotted oligonucleotide","Mus musculus",4124,6,2,"yaping sun","Jan 19, 2013"
"GPL16527","Agilent-022061 human lncRNA 1X244K microarray (Feature Number version)","in situ oligonucleotide","Homo sapiens",243504,0,0,"Hui JIA","Jan 19, 2013"
"GPL16528","Agilent-022061 human lncRNA 1X244K microarray (Probe Name version)","in situ oligonucleotide","Homo sapiens",46061,36,1,"Hui JIA","Jan 19, 2013"
"GPL16519","NimbleGen_Botrytis_4plex [080425_Botrytis_4plex_expr]","spotted oligonucleotide","Botrytis cinerea B05.10;Botrytis cinerea T4",21200,18,1,"Michaela Leroch","Jan 18, 2013"
"GPL16522","[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [HuGene10stv1_Hs_ENTREZG_15.1.0]","in situ oligonucleotide","Homo sapiens",19684,317,7,"GEO admin","Jan 18, 2013"
"GPL16366","Agilent-022725 Efetida44KOligoArray","in situ oligonucleotide","Eisenia fetida",45220,12,1,"Ping Gong","Jan 17, 2013"
"GPL16490","ArrayStar Mouse LncRNA Microarray V1.0","spotted DNA/cDNA","Mus musculus",7633,8,1,"Guohui Wan","Jan 17, 2013"
"GPL16518","Agilent-023710 DM15k (probe version)","in situ oligonucleotide","Daphnia magna",13481,144,1,"Philipp Antczak","Jan 17, 2013"
"GPL16520","NimbleGen Nicotiana benthamiana expression array [110121_N_benthamiana_60mer_exp]","in situ oligonucleotide","Nicotiana benthamiana",13691,4,1,"Chrissie Rey","Jan 17, 2013"
"GPL16332","[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [MMBGX-Ensembl64]","in situ oligonucleotide","Homo sapiens",28875,12,2,"Nevan Krogan","Jan 16, 2013"
"GPL16512","Illumina HiSeq 2000 (Homo sapiens; Mus musculus)","high-throughput sequencing","Homo sapiens;Mus musculus",0,117,14,"GEO","Jan 16, 2013"
"GPL16515","Illumina Genome Analyzer II (Sinorhizobium meliloti)","high-throughput sequencing","Sinorhizobium meliloti",0,4,1,"GEO","Jan 16, 2013"
"GPL15736","BaSysBio Bacillus subtilis T2 385K array [090325_CBS_DTU_Bsub_T2]","in situ oligonucleotide","Bacillus subtilis subsp. subtilis str. 168",5810,4,1,"Harald Putzer","Jan 15, 2013"
"GPL16433","NimbleGen Gibbs Drosophila mojavensis 135K 12-plex Array","in situ oligonucleotide","Drosophila mojavensis",14528,628,5,"Allen G. Gibbs","Jan 15, 2013"
"GPL16502","Mus musculus 0.3 K S01_GE2-v5_95_miRNA","spotted oligonucleotide","Mus musculus",349,18,2,"Natalie Goldberger","Jan 15, 2013"
"GPL16504","NimbleGen C. elegans ChIP-chip 2.1M Whole-Genome Tiling Array [100718_Celegans180_ChIP_HX1]","in situ oligonucleotide","Caenorhabditis elegans",2033813,20,2,"NimbleGen Systems, Inc.","Jan 15, 2013"
"GPL16505","Illumina HiSeq 1000 (Ornithorhynchus anatinus)","high-throughput sequencing","Ornithorhynchus anatinus",0,3,1,"GEO","Jan 15, 2013"
"GPL16506","Illumina HiSeq 1000 (Gallus gallus)","high-throughput sequencing","Gallus gallus",0,4,2,"GEO","Jan 15, 2013"
"GPL16507","Illumina Genome Analyzer IIx (Anolis carolinensis)","high-throughput sequencing","Anolis carolinensis",0,3,1,"GEO","Jan 15, 2013"
"GPL16508","Illumina HiSeq 1000 (Xenopus (Silurana) tropicalis)","high-throughput sequencing","Xenopus tropicalis",0,1,1,"GEO","Jan 15, 2013"
"GPL16509","Illumina HiSeq 1000 (Danio rerio)","high-throughput sequencing","Danio rerio",0,44,8,"GEO","Jan 15, 2013"
"GPL16328","NimbleGen Pseudomonas syringae B728a custom expression array [090326_P_syringae_B728a_expr]","in situ oligonucleotide","Pseudomonas syringae pv. syringae B728a",5164,207,2,"Gwyn A Beattie","Jan 12, 2013"
"GPL16492","Plasmodium Vivax Custom 244k Array designed by Genotypic Technology Pvt. Ltd. & Prof.Ashis K Das (AMADID:019103)","in situ oligonucleotide","Plasmodium vivax",243504,2,1,"Genotypic technology","Jan 12, 2013"
"GPL16496","Invitrogen Custom NCode Multi-Species miRBase Microarray V2","spotted oligonucleotide","Caenorhabditis elegans;Danio rerio;Drosophila melanogaster;Homo sapiens;Mus musculus;Rattus norvegicus",3519,4,1,"Wing Lung Simon Yau","Jan 12, 2013"
"GPL16497","Utz lab influenza peptide array","spotted peptide or protein","H1N1 subtype;H3N2 subtype;Influenza B virus",72,152,1,"Jordan Price","Jan 12, 2013"
"GPL13638","Agilent custom Klebsiella 4×44K Oligo Microarray","spotted oligonucleotide","Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044",5024,1,1,"Yichyi Lai","Jan 11, 2013"
"GPL15158","Codelink 55K Human Array","spotted oligonucleotide","Homo sapiens",53423,94,2,"Guoying Yu","Jan 11, 2013"
"GPL16482","Agilent-037293 rabbit_BDR [Probe name version]","in situ oligonucleotide","Oryctolagus cuniculus",40884,69,2,"barbara schmaltz-barbara","Jan 11, 2013"
"GPL16493","[PorGene-1_0-st] Porcine Gene 1.0 ST Array [transcript (gene) version]","in situ oligonucleotide","Sus scrofa",27558,244,17,"Affymetrix, Inc.","Jan 11, 2013"
"GPL16500","[BovGene-1_0-st] Bovine Gene 1.0 ST Array [transcript (gene) version]","in situ oligonucleotide","Bos taurus",26773,423,21,"Affymetrix, Inc.","Jan 11, 2013"
"GPL15988","HumanHT-12 v4 Expression BeadChip (nuID)","oligonucleotide beads","Homo sapiens",47322,607,5,"Saara Marttila","Jan 10, 2013"
"GPL16484","Plasmodium falciparum Custom 244k Array designed by Genotypic Technology Pvt. Ltd. & Prof.Ashis K Das  (AMADID:019056)","in situ oligonucleotide","Plasmodium falciparum 3D7",241399,2,1,"Genotypic technology","Jan 10, 2013"
"GPL16488","Illumina HiSeq 2000 (Nasonia vitripennis)","high-throughput sequencing","Nasonia vitripennis",0,82,10,"GEO","Jan 10, 2013"
"GPL16489","Illumina Genome Analyzer IIx (Nasonia vitripennis)","high-throughput sequencing","Nasonia vitripennis",0,2,4,"GEO","Jan 10, 2013"
"GPL16491","Illumina HiSeq 2000 (Mycobacterium phage Giles)","high-throughput sequencing","Mycobacterium phage Giles",0,3,1,"GEO","Jan 10, 2013"
"GPL14787","CapitalBio CAU Rose 10K array","spotted DNA/cDNA","Rosa hybrid cultivar",8934,8,1,"Junping Gao","Jan 09, 2013"
"GPL16485","Illumina HiSeq 2000 (Gossypium hirsutum)","high-throughput sequencing","Gossypium hirsutum",0,125,14,"GEO","Jan 09, 2013"
"GPL15702","Perkin Elmer Homo sapiens 5K BAC constitutional chip version 4.0","spotted DNA/cDNA","Homo sapiens",4967,6,2,"Niels Van der Aa","Jan 08, 2013"
"GPL15703","BlueGnome Homo sapiens 3K 24 sure version 3.0","spotted DNA/cDNA","Homo sapiens",2893,14,3,"Niels Van der Aa","Jan 08, 2013"
"GPL15704","BlueGnome Homo sapiens 3K 24 sure version 2.0","spotted DNA/cDNA","Homo sapiens",2876,4,2,"Niels Van der Aa","Jan 08, 2013"
"GPL15705","BlueGnome Homo sapiens 3K 24 sure version 2.1","spotted DNA/cDNA","Homo sapiens",2700,4,2,"Niels Van der Aa","Jan 08, 2013"
"GPL16207","BlueGnome Homo sapiens 3K 24 sure version 3.0 [LOT 345B]","spotted DNA/cDNA","Homo sapiens",2680,14,3,"Niels Van der Aa","Jan 08, 2013"
"GPL16477","Illumina Genome Analyzer (Nasonia vitripennis)","high-throughput sequencing","Nasonia vitripennis",0,16,1,"GEO","Jan 08, 2013"
"GPL16479","Illumina MiSeq (Drosophila melanogaster)","high-throughput sequencing","Drosophila melanogaster",0,895,96,"GEO","Jan 08, 2013"
"GPL16457","Illumina HiSeq 2000 (Pythium splendens)","high-throughput sequencing","Globisporangium splendens",0,3,1,"GEO","Jan 07, 2013"
"GPL16458","LC Sciences Papio hamadryas miRNA array [UT_D110128 reporter name]","in situ oligonucleotide","Papio hamadryas",3312,23,2,"Christoph Eicken","Jan 07, 2013"
"GPL16459","Illumina HiSeq 2000 (Drosophila biarmipes)","high-throughput sequencing","Drosophila biarmipes",0,1,2,"GEO","Jan 07, 2013"
"GPL16460","Illumina Genome Analyzer IIx (Drosophila biarmipes)","high-throughput sequencing","Drosophila biarmipes",0,2,2,"GEO","Jan 07, 2013"
"GPL16461","Illumina HiSeq 2000 (Drosophila bipectinata)","high-throughput sequencing","Drosophila bipectinata",0,1,2,"GEO","Jan 07, 2013"
"GPL16462","Illumina Genome Analyzer IIx (Drosophila bipectinata)","high-throughput sequencing","Drosophila bipectinata",0,2,2,"GEO","Jan 07, 2013"
"GPL16463","Illumina HiSeq 2000 (Drosophila elegans)","high-throughput sequencing","Drosophila elegans",0,1,2,"GEO","Jan 07, 2013"
"GPL16464","Illumina Genome Analyzer IIx (Drosophila elegans)","high-throughput sequencing","Drosophila elegans",0,2,2,"GEO","Jan 07, 2013"
"GPL16465","Illumina HiSeq 2000 (Drosophila eugracilis)","high-throughput sequencing","Drosophila eugracilis",0,1,2,"GEO","Jan 07, 2013"
"GPL16466","Illumina Genome Analyzer IIx (Drosophila eugracilis)","high-throughput sequencing","Drosophila eugracilis",0,2,2,"GEO","Jan 07, 2013"
"GPL16467","Illumina HiSeq 2000 (Drosophila ficusphila)","high-throughput sequencing","Drosophila ficusphila",0,1,2,"GEO","Jan 07, 2013"
"GPL16468","Illumina Genome Analyzer IIx (Drosophila ficusphila)","high-throughput sequencing","Drosophila ficusphila",0,4,2,"GEO","Jan 07, 2013"
"GPL16469","Illumina HiSeq 2000 (Drosophila kikkawai)","high-throughput sequencing","Drosophila kikkawai",0,1,2,"GEO","Jan 07, 2013"
"GPL16470","Illumina Genome Analyzer IIx (Drosophila kikkawai)","high-throughput sequencing","Drosophila kikkawai",0,2,2,"GEO","Jan 07, 2013"
"GPL16471","Illumina HiSeq 2000 (Drosophila rhopaloa)","high-throughput sequencing","Drosophila rhopaloa",0,1,2,"GEO","Jan 07, 2013"
"GPL16472","Illumina Genome Analyzer IIx (Drosophila rhopaloa)","high-throughput sequencing","Drosophila rhopaloa",0,2,2,"GEO","Jan 07, 2013"
"GPL16473","Illumina HiSeq 2000 (Drosophila takahashii)","high-throughput sequencing","Drosophila takahashii",0,1,2,"GEO","Jan 07, 2013"
"GPL16474","Illumina Genome Analyzer IIx (Drosophila takahashii)","high-throughput sequencing","Drosophila takahashii",0,2,2,"GEO","Jan 07, 2013"
"GPL16454","UIUC Cattle 7,872-element cDNA - condensed version","spotted DNA/cDNA","Bos taurus",7871,19,1,"GEO admin","Jan 06, 2013"
"GPL16378","NimbleGen Human DNA Methylation 3x720K CpG Island Plus RefSeq Promoter Array [100718_HG18_CpG_Refseq_Prom_MeDIP]","in situ oligonucleotide","Homo sapiens",711794,19,7,"Stefania Corti","Jan 05, 2013"
"GPL16448","AUSTRIACO S. boulardii 15k v1.0 [Agilent-040364]","in situ oligonucleotide","Saccharomyces sp. 'boulardii'",15744,2,1,"David Laprade","Jan 04, 2013"
"GPL16449","LC Sciences Papio hamadryas miRNA array [UT_D110128]","in situ oligonucleotide","Papio hamadryas",10044,0,0,"Christoph Eicken","Jan 04, 2013"
"GPL16068","Stanford Human 44K Exonic Evidence Based Oligonucleotide (HEEBO) Arrays (HOAE)","spotted oligonucleotide","Homo sapiens",44544,6,1,"Anna Beatriz Robottom Ferreira","Jan 03, 2013"
"GPL16437","KRIBB Hansenula 11K","spotted DNA/cDNA","Ogataea angusta",5838,8,1,"Oh Cheol Kim","Jan 03, 2013"
"GPL16446","NimbleGen Mouse DNA Methylation 3x720K CpG Island Plus RefSeq Promoter Array [100718_MM9_CpG_Refseq_Prom_MeDIP]","in situ oligonucleotide","Mus musculus",712932,77,11,"NimbleGen Systems, Inc.","Jan 03, 2013"
"GPL16451","Illumina Genome Analyzer II (Magnaporthe oryzae)","high-throughput sequencing","Pyricularia oryzae",0,7,1,"GEO","Jan 03, 2013"
"GPL16436","Illumina HiSeq 2000 (Solanum tuberosum)","high-throughput sequencing","Solanum tuberosum",0,270,20,"GEO","Jan 02, 2013"
"GPL16439","Illumina Genome Analyzer IIx (Brassica juncea)","high-throughput sequencing","Brassica juncea",0,14,3,"GEO","Jan 02, 2013"
"GPL16440","Illumina HiSeq 2000 (Brassica rapa)","high-throughput sequencing","Brassica rapa",0,94,10,"GEO","Jan 02, 2013"
"GPL16441","Illumina HiSeq 2000 (Brassica nigra)","high-throughput sequencing","Brassica nigra",0,2,2,"GEO","Jan 02, 2013"
"GPL16442","Illumina HiSeq 2000 (Brassica juncea)","high-throughput sequencing","Brassica juncea",0,23,4,"GEO","Jan 02, 2013"
"GPL16443","Illumina HiSeq 2000 (Brassica carinata)","high-throughput sequencing","Brassica carinata",0,3,3,"GEO","Jan 02, 2013"
"GPL15827","Agilent Gene Expression Array for Schizosaccharomyces pombe 8x15K [Agilent-020613 Spom-8x15 Feature Number version]","in situ oligonucleotide","Schizosaccharomyces pombe",15744,66,4,"Ian O'Brien Carter-O'Connell","Jan 01, 2013"
